rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,firstName,title,date,birthYear,Column3,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
392,1300,Manufacturing,Chang Jianming & family,58,China,Shanghai,Industrial equipment,Manufacturing,China,,TRUE,N,M,02/11/1965,Jianming,,04/04/2023,1965,60,2,11,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
393,1300,Metals & Mining,Chen Xuehua,62,China,Tongxiang,Minerals processing,Metals & Mining,China,,TRUE,D,M,01/01/1961,Xuehua,,04/04/2023,1961,64,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
394,1300,Manufacturing,Chen Yin,50,China,Shanghai,Power tools,Manufacturing,China,,TRUE,N,M,01/01/1973,Yin,,04/04/2023,1973,52,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
395,1300,Food & Beverage,Wenjun Dai,54,China,Changsha,Food,Food & Beverage,China,,TRUE,D,M,08/12/1968,Wenjun,,04/04/2023,1968,57,8,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
396,1300,Healthcare,Weimin Du,59,China,Shenzhen,Vaccines,Healthcare,China,,TRUE,D,M,12/01/1963,Weimin,,04/04/2023,1963,62,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
397,1300,Finance & Investments,He Zhiping,59,China,Shenzhen,Investments,Finance & Investments,China,,TRUE,D,M,01/01/1964,Zhiping,,04/04/2023,1964,61,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
398,1300,Real Estate,Hoi Kin Hong,70,China,Shanghai,Real estate,Real Estate,Macau,,TRUE,D,M,09/01/1952,Kin Hong,,04/04/2023,1952,73,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
399,1300,Manufacturing,Jiang Guiting & family,64,China,Dezhou,Manufacturing,Manufacturing,China,,TRUE,E,M,07/01/1958,Guiting,,04/04/2023,1958,67,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
400,1300,Manufacturing,Jin Xin,56,China,Fuxin,Manufacturing,Manufacturing,China,,TRUE,D,M,01/08/1967,Xin,,04/04/2023,1967,58,1,8,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
401,1300,Food & Beverage,Li Denghai,73,China,Laizhou,Seed production,Food & Beverage,China,,TRUE,D,M,09/01/1949,Denghai,,04/04/2023,1949,76,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
402,1300,Diversified,Fengluan Li,61,China,Ruzhou,"Steel, diversified",Diversified,China,,TRUE,E,F,01/01/1962,Fengluan,,04/04/2023,1962,63,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
403,1300,Manufacturing,Li Yongqing,58,China,Hangzhou,Petro Firbe,Manufacturing,China,,TRUE,D,M,6/30/1964,Yongqing,,04/04/2023,1964,61,6,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
404,1300,Manufacturing,Li Zhigang,46,China,Wuhan,Machinery,Manufacturing,China,,TRUE,D,M,06/01/1976,Zhigang,,04/04/2023,1976,49,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
405,1300,Healthcare,Liu Gexin & family,71,China,Chengdu,Pharmaceuticals,Healthcare,China,,TRUE,R,M,05/12/1951,Gexin,,04/04/2023,1951,74,5,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
406,1300,Media & Entertainment,Lu Hongyan,45,China,Xiamen,Online games,Media & Entertainment,China,,TRUE,U,M,5/31/1977,Hongyan,,04/04/2023,1977,48,5,31,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
407,1300,Healthcare,Lv Jianming,58,China,Hangzhou,Medical equipment,Healthcare,Hong Kong,,TRUE,D,M,01/01/1965,Jianming,,04/04/2023,1965,60,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
408,1300,Fashion & Retail,Charlwin Mao,,China,Shanghai,E-commerce,Fashion & Retail,China,,TRUE,D,M,,Charlwin,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
409,1300,Fashion & Retail,Qu Miranda,38,China,Shanghai,E-commerce,Fashion & Retail,China,,TRUE,D,F,01/01/1985,Miranda,,04/04/2023,1985,40,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
410,1300,Manufacturing,Fei Song,56,China,Yantai,Machinery,Manufacturing,China,,TRUE,D,M,09/12/1966,Fei,,04/04/2023,1966,59,9,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
411,1300,Fashion & Retail,Wang Jianguo,63,China,Nanjing,Retail,Fashion & Retail,China,,TRUE,D,M,01/01/1960,Jianguo,,04/04/2023,1960,65,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
412,1300,Service,Junjin Wang,54,China,Shanghai,Airline,Service,China,,TRUE,D,M,12/01/1968,Junjin,,04/04/2023,1968,57,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
413,1300,Manufacturing,Wang Mingwang,55,China,Shenzhen,Electronics components,Manufacturing,China,,TRUE,D,M,05/02/1967,Mingwang,,04/04/2023,1967,58,5,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
414,1300,Technology,Wei Lidong & family,47,China,Shanghai,Software,Technology,China,,TRUE,D,M,01/01/1976,Lidong,,04/04/2023,1976,49,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
415,1300,Manufacturing,Wu Xiaoge,50,China,Chengdu,Battery components,Manufacturing,China,,TRUE,Split Family Fortune,F,11/01/1972,Xiaoge,,04/04/2023,1972,53,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
416,1300,Diversified,Wu Xushun & family,74,China,Wuhu,Internet,Diversified,China,,TRUE,D,M,4/28/1948,Xushun,,04/04/2023,1948,77,4,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
417,1300,Healthcare,Xiong Xiaochuan,57,China,Shenzhen,Medical devices,Healthcare,China,,TRUE,N,M,01/01/1966,Xiaochuan,,04/04/2023,1966,59,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
418,1300,Technology,Xu Shaochun,60,China,Shenzhen,Software,Technology,China,,TRUE,D,M,01/01/1963,Shaochun,,04/04/2023,1963,62,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
419,1300,Technology,Yan Jane & family,53,China,Beijing,Software,Technology,China,,TRUE,U,F,7/19/1969,Jane,,04/04/2023,1969,56,7,19,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
420,1300,Manufacturing,Zeng Chaoyi,54,China,Changsha,Aluminum products,Manufacturing,China,,TRUE,E,M,04/01/1969,Chaoyi,,04/04/2023,1969,56,4,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
421,1300,Service,Peng Zhao,52,China,Beijing,Online recruitment,Service,China,,TRUE,E,M,01/01/1971,Peng,,04/04/2023,1971,54,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
422,1300,Manufacturing,Zong Yanmin,,China,Jinan,Semiconductor materials,Manufacturing,China,,TRUE,E,M,,Yanmin,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
423,1200,Energy,Bai Houshan,59,China,Ningbo,Lithium battery,Energy,China,,TRUE,D,M,01/01/1964,Houshan,,04/04/2023,1964,61,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
424,1200,Food & Beverage,Chen Xianbao & family,63,China,Hefei,Food,Food & Beverage,China,,TRUE,D,M,5/19/1959,Xianbao,,04/04/2023,1959,66,5,19,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
425,1200,Healthcare,Cheng Xianfeng,54,China,Hefei,Pharmaceuticals,Healthcare,China,,TRUE,D,M,12/01/1968,Xianfeng,,04/04/2023,1968,57,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
426,1200,Fashion & Retail,Ding Shui Po,52,China,Quanzhou,"Sneakers, sportswear",Fashion & Retail,China,,FALSE,D,M,11/01/1970,Shui Po,,04/04/2023,1970,55,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
427,1200,Manufacturing,Fang Hongbo,56,China,Shunde,Home appliances,Manufacturing,China,,TRUE,D,M,01/01/1967,Hongbo,,04/04/2023,1967,58,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
428,1200,Fashion & Retail,Huang Guanlin,58,China,Ningbo,"Textiles, apparel",Fashion & Retail,China,,TRUE,D,M,01/01/1965,Guanlin,,04/04/2023,1965,60,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
429,1200,Manufacturing,Ke Guihua,57,China,Shanghai,Auto parts,Manufacturing,China,,TRUE,U,M,10/13/1965,Guihua,,04/04/2023,1965,60,10,13,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
430,1200,Healthcare,Ke Yunfeng & family,56,China,Guangzhou,Retailing,Healthcare,China,,TRUE,U,M,01/01/1967,Yunfeng,,04/04/2023,1967,58,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
431,1200,Manufacturing,Li Guoqing,53,China,Hangzhou,Petro Fibre,Manufacturing,China,,TRUE,D,M,2/22/1970,Guoqing,,04/04/2023,1970,55,2,22,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
432,1200,Healthcare,Li Li,59,China,Shenzhen,Pharmaceuticals,Healthcare,China,,TRUE,D,M,02/09/1964,Li,,04/04/2023,1964,61,2,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
433,1200,Healthcare,Li Ruiqiang,43,China,Beijing,Medical services,Healthcare,China,,TRUE,D,M,11/01/1979,Ruiqiang,,04/04/2023,1979,46,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
434,1200,Manufacturing,Zhen Li & family,59,China,Hefei,Lithium batteries,Manufacturing,China,,TRUE,D,M,1/23/1964,Zhen,,04/04/2023,1964,61,1,23,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
435,1200,Manufacturing,Guangwei Liang,59,China,Shenzhen,Conglomerate,Manufacturing,China,,TRUE,D,M,09/01/1963,Guangwei,,04/04/2023,1963,62,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
436,1200,Manufacturing,Mao Zhongwu,60,China,Changsha,Manufacturing,Manufacturing,China,,TRUE,D,M,8/13/1962,Zhongwu,,04/04/2023,1962,63,8,13,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
437,1200,Food & Beverage,Qian Ying,57,China,Nanyang,Pig breeding,Food & Beverage,China,,TRUE,D,F,01/01/1966,Ying,,04/04/2023,1966,59,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
438,1200,Technology,Eric Ya Shen,52,China,Guangzhou,Online apparel retail,Technology,China,,TRUE,R,M,01/01/1971,Eric Ya,,04/04/2023,1971,54,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
439,1200,Manufacturing,Xiuguo Tang,59,China,Changsha,Manufacturing,Manufacturing,China,,TRUE,U,M,8/25/1963,Xiuguo,,04/04/2023,1963,62,8,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
440,1200,Manufacturing,Ching Bor Tung,60,China,Dongguan,Manufacturing,Manufacturing,China,,TRUE,D,M,01/01/1963,Ching Bor,,04/04/2023,1963,62,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
441,1200,Healthcare,Wang Fuji,,China,Zhangzhou,Pharmaceuticals,Healthcare,China,,TRUE,D,M,,Fuji,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
442,1200,Manufacturing,Wang Xiaoshen,54,China,Urumchi,Lithium,Manufacturing,China,,TRUE,D,M,10/01/1968,Xiaoshen,,04/04/2023,1968,57,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
443,1200,Fashion & Retail,Wu Yonghua,52,China,Xiamen,Apparel,Fashion & Retail,China,,TRUE,U,M,01/01/1971,Yonghua,,04/04/2023,1971,54,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
444,1200,Manufacturing,Xia Xinde,58,China,Guangzhou,Batteries,Manufacturing,China,,TRUE,U,M,10/15/1964,Xinde,,04/04/2023,1964,61,10,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
445,1200,Manufacturing,Wenbo Xiang,60,China,Changsha,Manufacturing,Manufacturing,China,,TRUE,D,M,6/21/1962,Wenbo,,04/04/2023,1962,63,6,21,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
446,1200,Food & Beverage,Xu Jin,58,China,Huaibei city,Wine,Food & Beverage,China,,TRUE,D,M,1/24/1965,Jin,,04/04/2023,1965,60,1,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
447,1200,Manufacturing,Xu Shijun & family,60,China,Nantong,Manufacturing,Manufacturing,China,,TRUE,D,M,03/01/1963,Shijun,,04/04/2023,1963,62,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
448,1200,Service,Wanmao Xu,78,China,Ningbo,Education,Service,China,,TRUE,D,M,01/01/1945,Wanmao,,04/04/2023,1945,80,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
449,1200,Manufacturing,Xu Yuejuan,61,China,Hangzhou,Petro Fibre,Manufacturing,China,,TRUE,D,F,1/24/1962,Yuejuan,,04/04/2023,1962,63,1,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
450,1200,Fashion & Retail,Yang Yunyun,46,China,Guangzhou,Retail,Fashion & Retail,China,,TRUE,R,F,01/01/1977,Yunyun,,04/04/2023,1977,48,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
451,1200,Diversified,Zan Shengda,60,China,Nantong,Diversified,Diversified,China,,TRUE,D,M,04/02/1963,Shengda,,04/04/2023,1963,62,4,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
452,1200,Technology,Zhang Xuezheng,47,China,Jiaxing,Telecom,Technology,China,,TRUE,D,M,06/01/1975,Xuezheng,,04/04/2023,1975,50,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
453,1200,Manufacturing,Zhang Yin,66,China,Dongguan,Paper manufacturing,Manufacturing,China,,TRUE,D,F,02/01/1957,Yin,,04/04/2023,1957,68,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
454,1200,Healthcare,Ning Zhao,56,China,Shanghai,Pharmaceuticals,Healthcare,United States,,TRUE,Split Family Fortune,F,01/01/1967,Ning,,04/04/2023,1967,58,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
455,1200,Manufacturing,Zhou Wen & family,58,China,Shanghai,Chemicals,Manufacturing,China,,TRUE,U,M,03/06/1965,Wen,,04/04/2023,1965,60,3,6,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
456,1200,Construction & Engineering,Zhu Xingliang,63,China,Suzhou,Construction,Construction & Engineering,China,,TRUE,D,M,05/01/1959,Xingliang,,04/04/2023,1959,66,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
457,1100,Healthcare,Cai Hongbin,,China,Lianyungang,Pharmaceuticals,Healthcare,China,,TRUE,D,M,,Hongbin,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
458,1100,Manufacturing,Cao Kejian,60,China,Quzhou,Air compressors,Manufacturing,China,,TRUE,E,M,04/10/1962,Kejian,,04/04/2023,1962,63,4,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
459,1100,Technology,Chang Jing,40,China,Beijing,Technology,Technology,China,,TRUE,D,M,08/01/1982,Jing,,04/04/2023,1982,43,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
460,1100,Healthcare,Chen Baohua,61,China,Linhai,Pharmaceutical,Healthcare,China,,TRUE,D,M,01/01/1962,Baohua,,04/04/2023,1962,63,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
461,1100,Energy,Gang Chen,55,China,Guangzhou,Solar energy,Energy,China,,TRUE,D,M,01/01/1968,Gang,,04/04/2023,1968,57,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
462,1100,Logistics,Liying Chen,47,China,Shanghai,Package delivery,Logistics,China,,TRUE,D,F,10/30/1975,Liying,,04/04/2023,1975,50,10,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
463,1100,Manufacturing,Chen Xueling,55,China,Shantou,Stationery,Manufacturing,China,,TRUE,D,F,10/16/1967,Xueling,,04/04/2023,1967,58,10,16,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
464,1100,Food & Beverage,Cheng Lili,58,China,Changzhou,Poultry breeding,Food & Beverage,China,,TRUE,D,M,01/01/1965,Lili,,04/04/2023,1965,60,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
465,1100,Manufacturing,Deng Yingzhong,72,China,Zhongshan,Paper,Manufacturing,China,,TRUE,D,M,01/01/1951,Yingzhong,,04/04/2023,1951,74,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
466,1100,Healthcare,Gan Zhongru,74,China,Beijing,Pharmaceuticals,Healthcare,China,,TRUE,D,M,07/01/1948,Zhongru,,04/04/2023,1948,77,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
467,1100,Food & Beverage,He Zuxun,57,China,Kunming,Pig breeding,Food & Beverage,China,,TRUE,D,M,10/28/1965,Zuxun,,04/04/2023,1965,60,10,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
468,1100,Technology,Huang Shan,52,China,Shenzhen,Software,Technology,China,,TRUE,R,M,08/09/1970,Shan,,04/04/2023,1970,55,8,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
469,1100,Technology,Huang Xiaofen & family,61,China,Shenzhen,Printed circuit boards,Technology,China,,TRUE,D,F,01/01/1962,Xiaofen,,04/04/2023,1962,63,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
470,1100,Healthcare,Kangbao Ke & family,60,China,Guangzhou,Retailing,Healthcare,China,,TRUE,U,M,01/01/1963,Kangbao,,04/04/2023,1963,62,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
471,1100,Healthcare,Lin Zhijun,47,China,Xiamen,Medical devices,Healthcare,China,,TRUE,D,M,09/01/1975,Zhijun,,04/04/2023,1975,50,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
472,1100,Healthcare,Lin Zhixiong & family,49,China,Xiamen,Medical devices,Healthcare,China,,TRUE,D,M,07/01/1973,Zhixiong,,04/04/2023,1973,52,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
473,1100,Telecom,Lu Rongfu,52,China,Xiamen,Telecommunication,Telecom,China,,TRUE,D,M,01/01/1971,Rongfu,,04/04/2023,1971,54,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
474,1100,Fashion & Retail,Lyu Yixiong,60,China,Shanghai,Cosmetics,Fashion & Retail,China,,TRUE,N,M,01/01/1963,Yixiong,,04/04/2023,1963,62,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
475,1100,Healthcare,Pu Zhongjie & family,60,China,Beijing,Medical equipment,Healthcare,China,,TRUE,E,M,01/01/1963,Zhongjie,,04/04/2023,1963,62,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
476,1100,Healthcare,Rao Wei & family,58,China,Shenzhen,Pharmaceuticals,Healthcare,China,,TRUE,R,M,11/12/1964,Wei,,04/04/2023,1964,61,11,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
477,1100,Technology,Sun Hongjun,49,China,Shanghai,Semiconductors,Technology,China,,TRUE,D,M,07/01/1973,Hongjun,,04/04/2023,1973,52,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
478,1100,Manufacturing,Sun Weijie,59,China,Yantai,Oilfield equipment,Manufacturing,China,,TRUE,D,M,7/26/1963,Weijie,,04/04/2023,1963,62,7,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
479,1100,Automotive,Tang Aoqi & family,77,China,Changzhou,Auto parts,Automotive,China,,TRUE,N,M,04/11/1945,Aoqi,,04/04/2023,1945,80,4,11,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
480,1100,Manufacturing,Tung Ching Sai,58,China,Dongguan,Manufacturing,Manufacturing,China,,TRUE,D,M,01/01/1965,Ching Sai,,04/04/2023,1965,60,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
481,1100,Food & Beverage,Wan Long,82,China,Luohe,Food,Food & Beverage,China,,TRUE,D,M,09/01/1940,Long,,04/04/2023,1940,85,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
482,1100,Diversified,Wang Han,35,China,Shanghai,Airline,Diversified,China,,FALSE,D,M,08/01/1987,Han,,04/04/2023,1987,38,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
483,1100,Telecom,Wu Kaiting,53,China,Xiamen,Electronics,Telecom,Hong Kong,,TRUE,D,M,12/01/1969,Kaiting,,04/04/2023,1969,56,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
484,1100,Food & Beverage,Wu Xiangdong,54,China,Beijing,Consumer,Food & Beverage,China,,TRUE,D,M,01/01/1969,Xiangdong,,04/04/2023,1969,56,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
485,1100,Healthcare,Xiu Laigui,68,China,Tonghua,Pharmaceuticals,Healthcare,China,,TRUE,D,M,07/01/1954,Laigui,,04/04/2023,1954,71,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
486,1100,Healthcare,Xu Jiangnan,61,China,Leping,Vitamins,Healthcare,China,,TRUE,N,M,01/01/1962,Jiangnan,,04/04/2023,1962,63,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
487,1100,Telecom,Xue Jiping,72,China,Nantong,Cable,Telecom,China,,TRUE,D,M,01/01/1951,Jiping,,04/04/2023,1951,74,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
488,1100,Technology,Ye Qiongjiu,68,China,Hangzhou,Software,Technology,China,,TRUE,U,F,10/14/1954,Qiongjiu,,04/04/2023,1954,71,10,14,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
489,1100,Food & Beverage,Yanqiao Ye,53,China,Foshan,Soy sauce,Food & Beverage,China,,TRUE,D,M,10/01/1969,Yanqiao,,04/04/2023,1969,56,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
